SNR = 20.00
21.542705	-1.320839
-16.855667	-6.830869
8.234246	8.637416
0.783999	-9.316557
-4.606831	0.131530
5.826296	8.137168
-3.692881	-13.663945
-0.347957	13.982096
0.767741	-12.802531
-0.802508	8.764097
-0.418730	-6.871434
2.331816	8.637898
-2.901241	-3.624462
4.078396	1.174133
-1.211631	4.400087
5.762550	-9.340346
-8.725997	11.447957
18.198067	-6.643389
-17.856101	4.287936
11.557537	6.237378
-5.000488	-6.426825
-6.259678	6.138317
13.727520	4.670127
-14.608535	-10.974750
9.219052	16.970749
-4.113198	-19.171557
-3.328245	12.259234
2.667676	-2.813474
0.004916	-1.242180
-3.951620	5.262353
6.005335	-3.865131
-5.155854	4.933479
5.615542	-5.313400
-7.016569	9.212717
9.485766	-8.361225
-10.519501	9.004561
8.476838	-2.369582
-3.853613	-0.265846
-3.746771	2.364042
11.119791	-2.507449
-17.603875	-6.492221
15.948849	12.013046
-7.661372	-17.215347
1.699047	13.365715
3.523731	-5.294859
-5.087804	-1.938802
0.464491	9.705248
6.583049	-12.018049
-10.400796	11.687155
11.126151	-7.607445
-9.400057	4.510525
5.376355	-6.599958
-1.649768	3.808546
-1.117799	-5.617873
2.323372	2.645638
-2.762443	1.791922
10.081105	-2.224531
-15.153242	-1.003004
19.001890	4.455074
-14.937007	-9.276410
8.640344	10.458805
0.582789	-9.380814
-9.529408	-1.327596
7.239698	14.129808


SNR = 10.00
19.040724	1.990212
-22.990174	-10.432704
23.065839	15.191911
2.690601	-7.763677
1.417760	-5.517815
1.441563	10.718513
-7.383872	-22.604371
1.457421	25.329637
4.359643	-8.541387
7.680329	10.139132
-3.384246	-3.608579
-1.121667	0.605943
-1.545577	-7.536377
7.067240	-0.922756
-0.117069	2.109771
-2.433999	-14.995776
-11.905645	19.499700
17.150807	-3.490383
-20.615832	3.474168
16.455377	4.946400
-4.489210	-1.290318
-4.082191	1.344188
8.955252	3.331414
-20.490167	-12.204522
10.722799	19.256360
5.171858	-17.971856
-12.980150	10.273873
8.253652	-9.979592
6.961192	-1.524965
-3.235655	3.152068
12.713044	1.117136
-14.440037	6.520731
7.289323	-7.195034
-4.543021	-1.147178
10.432182	-5.828185
-12.698005	-1.063058
13.306854	-6.163315
-9.280006	-6.501100
-7.617368	3.398783
15.179183	1.812266
-16.340628	-5.083371
17.524503	15.702555
-8.129934	-20.052005
2.931837	19.368929
7.018145	-8.688279
2.394244	2.577872
-0.977660	7.226837
3.080904	-7.008047
-21.358448	12.191278
8.658904	-2.498931
-15.790930	13.013228
9.782900	0.592021
-3.111463	1.563307
-0.644631	-4.832672
4.951534	7.216780
-4.481682	-3.255612
9.690509	-6.496691
-7.023293	1.229028
8.210680	-0.041342
-16.385993	-9.583734
9.197999	12.774769
1.368416	-11.478619
-10.510602	8.079124
-0.378947	4.896198


SNR =  0.00
30.726328	13.578132
-10.389513	9.740045
32.670750	5.531618
-1.449268	4.098873
-14.670470	-10.138534
-3.073803	-12.418498
3.035011	-28.245017
0.515292	13.295327
-6.206417	0.970334
0.621329	-8.681719
-23.090776	-16.930456
-20.016594	21.640162
-12.591713	-8.955024
5.366842	-9.871699
2.236389	8.171383
0.831749	-3.168709
-10.458829	8.815060
32.228978	-2.161737
-17.734983	-2.503753
-2.501722	15.320840
-22.682792	10.385904
-8.812298	-1.174638
22.745378	8.919505
-15.336634	-3.355669
-0.855236	-0.106175
-12.282729	-51.077120
-9.060452	14.886457
12.207021	9.450830
-8.281458	1.312821
3.006032	9.383694
7.074027	-15.871458
-20.394228	1.709334
1.840777	-20.219417
-3.084721	14.532720
26.922905	-13.726197
-12.383935	16.072348
2.138531	10.438963
10.380731	-18.806757
-11.269932	9.872275
13.405071	-10.089158
-21.690425	-13.559629
34.475274	22.796145
-21.045982	-6.853021
1.172330	35.890003
21.597058	13.971168
3.893216	-6.465832
23.876120	19.566457
-10.412859	-24.300136
-12.846322	7.964893
14.625023	-7.755792
-22.065103	0.535308
-4.128137	-0.149229
-7.320201	-9.764762
2.822912	-6.607401
-8.339640	20.113450
-10.769348	12.855910
4.465834	-15.983288
2.957170	11.415702
13.161096	22.725445
-13.871614	2.482082
2.512341	17.992639
0.119305	7.200326
-17.654840	1.328689
5.035366	17.312539


